link|title_x|description_x|loaddate
http://arxiv.org/abs/1903.12493|Asymmetric  Deep  Semantic  Quantization  for  Image  Retrieval.  (arXiv:1903.12493v1  [cs.CV])|<p>Due  to  its  fast  retrieval  and  storage  efficiency  capabilities,  hashing  hasbeen  widely  used  in  nearest  neighbor  retrieval  tasks.  By  using  deep  learningbased  techniques,  hashing  can  outperform  non-learning  based  hashing  in  manyapplications.  However,  there  are  some  limitations  to  previous  learning  basedhashing  methods  (e.g.,  the  learned  hash  codes  are  not  discriminative  due  to  thehashing  methods  being  unable  to  discover  rich  semantic  information  and  thetraining  strategy  having  difficulty  optimizing  the  discrete  binary  codes).  Inthis  paper,  we  propose  a  novel  learning  based  hashing  method,  named\textbf{\underline{A}}symmetric  \textbf{\underline{D}}eep\textbf{\underline{S}}emantic  \textbf{\underline{Q}}uantization(\textbf{ADSQ}).  \textbf{ADSQ}  is  implemented  using  three  stream  frameworks,which  consists  of  one  \emph{LabelNet}  and  two  \emph{ImgNets}.  The\emph{LabelNet}  leverages  three  fully-connected  layers,  which  is  used  tocapture  rich  semantic  information  between  image  pairs.  For  the  two\emph{ImgNets},  they  each  adopt  the  same  convolutional  neural  networkstructure,  but  with  different  weights  (i.e.,  asymmetric  convolutional  neuralnetworks).  The  two  \emph{ImgNets}  are  used  to  generate  discriminative  compacthash  codes.  Specifically,  the  function  of  the  \emph{LabelNet}  is  to  capturerich  semantic  information  that  is  used  to  guide  the  two  \emph{ImgNets}  inminimizing  the  gap  between  the  real-continuous  features  and  discrete  binarycodes.  By  doing  this,  \textbf{ADSQ}  can  make  full  use  of  the  most  criticalsemantic  information  to  guide  the  feature  learning  process  and  consider  theconsistency  of  the  common  semantic  space  and  Hamming  space.  Results  from  ourexperiments  demonstrate  that  \textbf{ADSQ}  can  generate  high  discriminativecompact  hash  codes  and  it  outperforms  current  state-of-the-art  methods  on  threebenchmark  datasets,  CIFAR-10,  NUS-WIDE,  and  ImageNet.</p>|2019-04-01  22:52:19.488982
http://arxiv.org/abs/1903.12495|Crowd  Sourced  Data  Analysis:  Mapping  of  Programming  Concepts  to  Syntactical  Patterns.  (arXiv:1903.12495v1  [cs.IR])|<p>Since  programming  concepts  do  not  match  their  syntactic  representations,  codesearch  is  a  very  tedious  task.  For  instance  in  Java  or  C,  array  doesn't  match[],  so  using  "array"  as  a  query,  one  cannot  find  what  they  are  looking  for.Often  developers  have  to  search  code  whether  to  understand  any  code,  or  toreuse  some  part  of  that  code,  or  just  to  read  it,  without  natural  languagesearching,  developers  have  to  often  scroll  back  and  forth  or  use  variable  namesas  their  queries.  In  our  work,  we  have  used  Stackoverflow  (SO)  question  andanswers  to  make  a  mapping  of  programming  concepts  with  their  respective  naturallanguage  keywords,  and  then  tag  these  natural  language  terms  to  every  line  ofcode,  which  can  further  we  used  in  searching  using  natural  language  keywords.</p>|2019-04-01  22:52:19.489035
http://arxiv.org/abs/1903.12497|A  Stochastic  Model  Predictive  Control  Approach  for  Driver-Aided  Intersection  Crossing  With  Uncertain  Driver  Time  Delay.  (arXiv:1903.12497v1  [math.OC])|<p>We  investigate  the  problem  of  coordinating  human-driven  vehicles  in  roadintersections  without  any  traffic  lights  or  signs  by  issuing  speed  advices.  Thevehicles  in  the  intersection  are  assumed  to  move  along  an  a  priori  known  pathand  to  be  connected  via  vehicle-to-vehicle  communication.  The  challenge  ariseswith  the  uncertain  driver  reaction  to  a  speed  advice,  especially  in  terms  ofthe  driver  reaction  time  delay,  as  it  might  lead  to  unstable  system  dynamics.For  this  control  problem,  a  distributed  stochastic  model  predictive  controlconcept  is  designed  which  accounts  for  driver  uncertainties.  By  optimizing  overscenarios,  which  are  sequences  of  independent  and  identically  distributedsamples  of  the  uncertainty  over  the  prediction  horizon,  we  can  giveprobabilistic  guarantees  on  constraint  satisfaction.  Simulation  resultsdemonstrate  that  the  scenario-based  approach  is  able  to  avoid  collisions  inspite  of  uncertainty  while  the  non-stochastic  baseline  controller  is  not.</p>|2019-04-01  22:52:19.489070
http://arxiv.org/abs/1903.12505|BootKeeper:  Validating  Software  Integrity  Properties  on  Boot  Firmware  Images.  (arXiv:1903.12505v1  [cs.CR])|<p>Boot  firmware,  like  UEFI-compliant  firmware,  has  been  the  target  of  numerousattacks,  giving  the  attacker  control  over  the  entire  system  while  beingundetected.  The  measured  boot  mechanism  of  a  computer  platform  ensures  itsintegrity  by  using  cryptographic  measurements  to  detect  such  attacks.  This  istypically  performed  by  relying  on  a  Trusted  Platform  Module  (TPM).  Recent  work,however,  shows  that  vendors  do  not  respect  the  specifications  that  have  beendevised  to  ensure  the  integrity  of  the  firmware's  loading  process.  As  a  result,attackers  may  bypass  such  measurement  mechanisms  and  successfully  load  amodified  firmware  image  while  remaining  unnoticed.  In  this  paper  we  introduceBootKeeper,  a  static  analysis  approach  verifying  a  set  of  key  securityproperties  on  boot  firmware  images  before  deployment,  to  ensure  the  integrityof  the  measured  boot  process.  We  evaluate  BootKeeper  against  several  attacks  oncommon  boot  firmware  implementations  and  demonstrate  its  applicability.</p>|2019-04-01  22:52:19.489102
http://arxiv.org/abs/1903.12508|A  Local  Approach  to  Forward  Model  Learning:  Results  on  the  Game  of  Life  Game.  (arXiv:1903.12508v1  [cs.AI])|<p>This  paper  investigates  the  effect  of  learning  a  forward  model  on  theperformance  of  a  statistical  forward  planning  agent.  We  transform  Conway's  Gameof  Life  simulation  into  a  single-player  game  where  the  objective  can  be  eitherto  preserve  as  much  life  as  possible  or  to  extinguish  all  life  as  quickly  aspossible.</p><p>In  order  to  learn  the  forward  model  of  the  game,  we  formulate  the  problem  ina  novel  way  that  learns  the  local  cell  transition  function  by  creating  a  set  ofsupervised  training  data  and  predicting  the  next  state  of  each  cell  in  the  gridbased  on  its  current  state  and  immediate  neighbours.  Using  this  method  we  areable  to  harvest  sufficient  data  to  learn  perfect  forward  models  by  observingonly  a  few  complete  state  transitions,  using  either  a  look-up  table,  a  decisiontree  or  a  neural  network.</p><p>In  contrast,  learning  the  complete  state  transition  function  is  a  much  hardertask  and  our  initial  efforts  to  do  this  using  deep  convolutional  auto-encoderswere  less  successful.</p><p>We  also  investigate  the  effects  of  imperfect  learned  models  on  predictionerrors  and  game-playing  performance,  and  show  that  even  models  with  significanterrors  can  provide  good  performance.</p>|2019-04-01  22:52:19.489153
http://arxiv.org/abs/1903.12509|Exploring  Micro-Services  for  Enhancing  Internet  QoS.  (arXiv:1903.12509v1  [cs.NI])|<p>With  the  enhancements  in  the  field  of  software-defined  networking  andvirtualization  technologies,  novel  networking  paradigms  such  as  networkfunction  virtualization  (NFV)  and  the  Internet  of  things  (IoT)  are  rapidlygaining  ground.  Development  of  IoT  as  well  as  5G  networks  and  explosion  inonline  services  has  resulted  in  an  exponential  growth  of  devices  connected  tothe  network.  As  a  result,  application  service  providers  (ASPs)  and  Internetservice  providers  (ISPs)  are  being  confronted  with  the  unprecedented  challengeof  accommodating  increasing  service  and  traffic  demands  from  the  geographicallydistributed  users.  To  tackle  this  problem,  many  ASPs  and  ISPs,  such  as  Netflix,Facebook,  AT&amp;T  and  others  are  increasingly  adopting  micro-services  (MS)application  architecture.  Despite  the  success  of  MS  in  the  industry,  there  isno  specific  standard  or  research  work  for  service  providers  as  guidelines,especially  from  the  perspective  of  basic  micro-service  operations.  In  thiswork,  we  aim  to  bridge  this  gap  between  industry  and  academia  and  discussdifferent  micro-service  deployment,  discovery  and  communication  options  forservice  providers  as  a  means  to  forming  complete  service  chains.  In  addition,we  address  the  problem  of  scheduling  micro-services  across  multiple  clouds,including  micro-clouds.  We  consider  different  user-level  SLAs,  such  as  latencyand  cost,  while  scheduling  such  services.  We  aim  to  reduce  overall  turnaroundtime  as  well  as  costs  for  the  deployment  of  complete  end-to-end  service.  Inthis  work,  we  present  a  novel  affinity-based  fair  weighted  scheduling  heuristicto  solve  this  problem.  We  also  compare  the  results  of  proposed  solution  withstandard  greedy  scheduling  algorithms  presented  in  the  literature  and  observesignificant  improvements.</p>|2019-04-01  22:52:19.489184
http://arxiv.org/abs/1903.12510|Degrees  of  Laziness  in  Grounding:  Effects  of  Lazy-Grounding  Strategies  on  ASP  Solving.  (arXiv:1903.12510v1  [cs.AI])|<p>The  traditional  ground-and-solve  approach  to  Answer  Set  Programming  (ASP)suffers  from  the  grounding  bottleneck,  which  makes  large-scale  probleminstances  unsolvable.  Lazy  grounding  is  an  alternative  approach  thatinterleaves  grounding  with  solving  and  thus  uses  space  more  efficiently.  Thelimited  view  on  the  search  space  in  lazy  grounding  poses  unique  challenges,however,  and  can  have  adverse  effects  on  solving  performance.  In  this  paper  wepresent  a  novel  characterization  of  degrees  of  laziness  in  grounding  for  ASP,i.e.  of  compromises  between  lazily  grounding  as  little  as  possible  and  thetraditional  full  grounding  upfront.  We  investigate  how  these  degrees  oflaziness  compare  to  each  other  formally  as  well  as,  by  means  of  an  experimentalanalysis  using  a  number  of  benchmarks,  in  terms  of  their  effects  on  solvingperformance.  Our  contributions  are  the  introduction  of  a  range  of  novel  lazygrounding  strategies,  a  formal  account  on  their  relationships  and  theircorrectness,  and  an  investigation  of  their  effects  on  solving  performance.Experiments  show  that  our  approach  performs  significantly  better  thanstate-of-the-art  lazy  grounding  in  many  cases.</p>|2019-04-01  22:52:19.489215
http://arxiv.org/abs/1903.12514|Evaluating  Built-in  ECC  of  FPGA  on-chip  Memories  for  the  Mitigation  of  Undervolting  Faults.  (arXiv:1903.12514v1  [cs.AR])|<p>Voltage  underscaling  below  the  nominal  level  is  an  effective  solution  forimproving  energy  efficiency  in  digital  circuits,  e.g.,  Field  Programmable  GateArrays  (FPGAs).  However,  further  undervolting  below  a  safe  voltage  level  andwithout  accompanying  frequency  scaling  leads  to  timing  related  faults,potentially  undermining  the  energy  savings.  Through  experimental  voltageunderscaling  studies  on  commercial  FPGAs,  we  observed  that  the  rate  of  thesefaults  exponentially  increases  for  on-chip  memories,  or  Block  RAMs  (BRAMs).  Tomitigate  these  faults,  we  evaluated  the  efficiency  of  the  built-inError-Correction  Code  (ECC)  and  observed  that  more  than  90%  of  the  faults  arecorrectable  and  further  7%  are  detectable  (but  not  correctable).  Thisefficiency  is  the  result  of  the  single-bit  type  of  these  faults,  which  are  theneffectively  covered  by  the  Single-Error  Correction  and  Double-Error  Detection(SECDED)  design  of  the  built-in  ECC.  Finally,  motivated  by  the  aboveexperimental  observations,  we  evaluated  an  FPGA-based  Neural  Network  (NN)accelerator  under  low-voltage  operations,  while  built-in  ECC  is  leveraged  tomitigate  undervolting  faults  and  thus,  prevent  NN  significant  accuracy  loss.  Inconsequence,  we  achieve  40%  of  the  BRAM  power  saving  through  undervolting  belowthe  minimum  safe  voltage  level,  with  a  negligible  NN  accuracy  loss,  thanks  tothe  substantial  fault  coverage  by  the  built-in  ECC.</p>|2019-04-01  22:52:19.489246
http://arxiv.org/abs/1903.12516|Ham-Sandwich  cuts  and  center  transversals  in  subspaces.  (arXiv:1903.12516v1  [cs.CG])|<p>The  Ham-Sandwich  theorem  is  a  well-known  result  in  geometry.  It  states  thatany  $d$  mass  distributions  in  $\mathbb{R}^d$  can  be  simultaneously  bisected  bya  hyperplane.  The  result  is  tight,  that  is,  there  are  examples  of  $d+1$  massdistributions  that  cannot  be  simultaneously  bisected  by  a  single  hyperplane.  Inthis  abstract  we  will  study  the  following  question:  given  a  continuousassignment  of  mass  distributions  to  certain  subsets  of  $\mathbb{R}^d$,  is  therea  subset  on  which  we  can  bisect  more  masses  than  what  is  guaranteed  by  theHam-Sandwich  theorem?</p><p>We  investigate  two  types  of  subsets.  The  first  type  are  linear  subspaces  of$\mathbb{R}^d$,  i.e.,  $k$-dimensional  flats  containing  the  origin.  We  show  thatfor  any  continuous  assignment  of  $d$  mass  distributions  to  the  $k$-dimensionallinear  subspaces  of  $\mathbb{R}^d$,  there  is  always  a  subspace  on  which  we  cansimultaneously  bisect  the  images  of  all  $d$  assignments.  We  extend  this  resultto  center  transversals,  a  generalization  of  Ham-Sandwich  cuts.  As  forHam-Sandwich  cuts,  we  further  show  that  for  $d-k+2$  masses,  we  can  choose  $k-1$of  the  vectors  defining  the  $k$-dimensional  subspace  in  which  the  solutionlies.</p><p>The  second  type  of  subsets  we  consider  are  subsets  that  are  determined  byfamilies  of  $n$  hyperplanes  in  $\mathbb{R}^d$.  Also  in  this  case,  we  find  aHam-Sandwich-type  result.  In  an  attempt  to  solve  a  conjecture  by  Langermanabout  bisections  with  several  cuts,  we  show  that  our  underlying  topologicalresult  can  be  used  to  prove  this  conjecture  in  a  relaxed  setting.</p>|2019-04-01  22:52:19.489277
http://arxiv.org/abs/1903.12517|Towards  Brain-inspired  System:  Deep  Recurrent  Reinforcement  Learning  for  Simulated  Self-driving  Agent.  (arXiv:1903.12517v1  [cs.AI])|<p>An  effective  way  to  achieve  intelligence  is  to  simulate  various  intelligentbehaviors  in  the  human  brain.  In  recent  years,  bio-inspired  learning  methodshave  emerged,  and  they  are  different  from  the  classical  mathematicalprogramming  principle.  In  the  perspective  of  brain  inspiration,  reinforcementlearning  has  gained  additional  interest  in  solving  decision-making  tasks  asincreasing  neuroscientific  research  demonstrates  that  significant  links  existbetween  reinforcement  learning  and  specific  neural  substrates.  Because  of  thetremendous  research  that  focuses  on  human  brains  and  reinforcement  learning,scientists  have  investigated  how  robots  can  autonomously  tackle  complex  tasksin  the  form  of  a  self-driving  agent  control  in  a  human-like  way.  In  this  study,we  propose  an  end-to-end  architecture  using  novel  deep-Q-network  architecturein  conjunction  with  a  recurrence  to  resolve  the  problem  in  the  field  ofsimulated  self-driving.  The  main  contribution  of  this  study  is  that  we  trainedthe  driving  agent  using  a  brain-inspired  trial-and-error  technique,  which  wasin  line  with  the  real  world  situation.  Besides,  there  are  three  innovations  inthe  proposed  learning  network:  raw  screen  outputs  are  the  only  informationwhich  the  driving  agent  can  rely  on,  a  weighted  layer  that  enhances  thedifferences  of  the  lengthy  episode,  and  a  modified  replay  mechanism  thatovercomes  the  problem  of  sparsity  and  accelerates  learning.  The  proposednetwork  was  trained  and  tested  under  a  third-partied  OpenAI  Gym  environment.After  training  for  several  episodes,  the  resulting  driving  agent  performedadvanced  behaviors  in  the  given  scene.  We  hope  that  in  the  future,  the  proposedbrain-inspired  learning  system  would  inspire  practicable  self-driving  controlsolutions.</p>|2019-04-01  22:52:19.489308
http://arxiv.org/abs/1903.12519|A  Provable  Defense  for  Deep  Residual  Networks.  (arXiv:1903.12519v1  [cs.LG])|<p>We  present  a  training  system,  which  can  provably  defend  significantly  largerneural  networks  than  previously  possible,  including  ResNet-34  and  DenseNet-100.Our  approach  is  based  on  differentiable  abstract  interpretation  and  introducestwo  novel  concepts:  (i)  abstract  layers  for  fine-tuning  the  precision  andscalability  of  the  abstraction,  (ii)  a  flexible  domain  specific  language  (DSL)for  describing  training  objectives  that  combine  abstract  and  concrete  losseswith  arbitrary  specifications.  Our  training  method  is  implemented  in  the  DiffAIsystem.</p>|2019-04-01  22:52:19.489338
http://arxiv.org/abs/1903.12520|Multimodal  Emotion  Classification.  (arXiv:1903.12520v1  [cs.CV])|<p>Most  NLP  and  Computer  Vision  tasks  are  limited  to  scarcity  of  labelled  data.In  social  media  emotion  classification  and  other  related  tasks,  hashtags  havebeen  used  as  indicators  to  label  data.  With  the  rapid  increase  in  emoji  usageof  social  media,  emojis  are  used  as  an  additional  feature  for  major  social  NLPtasks.  However,  this  is  less  explored  in  case  of  multimedia  posts  on  socialmedia  where  posts  are  composed  of  both  image  and  text.  At  the  same  time,  w.ehave  seen  a  surge  in  the  interest  to  incorporate  domain  knowledge  to  improvemachine  understanding  of  text.  In  this  paper,  we  investigate  whether  domainknowledge  for  emoji  can  improve  the  accuracy  of  emotion  classification  task.  Weexploit  the  importance  of  different  modalities  from  social  media  post  foremotion  classification  task  using  state-of-the-art  deep  learning  architectures.Our  experiments  demonstrate  that  the  three  modalities  (text,  emoji  and  images)encode  different  information  to  express  emotion  and  therefore  can  complementeach  other.  Our  results  also  demonstrate  that  emoji  sense  depends  on  thetextual  context,  and  emoji  combined  with  text  encodes  better  information  thanconsidered  separately.  The  highest  accuracy  of  71.98\%  is  achieved  with  atraining  data  of  550k  posts.</p>|2019-04-01  22:52:19.489369
http://arxiv.org/abs/1903.12525|Shed  More  Light  on  Bloom  Filter's  Variants.  (arXiv:1903.12525v1  [cs.DS])|<p>Bloom  Filter  is  a  probabilistic  membership  data  structure  and  it  isexcessively  used  data  structure  for  membership  query.  Bloom  Filter  becomes  thepredominant  data  structure  in  approximate  membership  filtering.  Bloom  Filterextremely  enhances  the  query  response  time,  and  the  response  time  is  very  fast.Bloom  filter  (BF)  is  used  to  detect  whether  an  element  belongs  to  a  given  setor  not.  The  Bloom  Filter  returns  True  Positive  (TP),  False  Positive  (FP),  orTrue  Negative  (TN).  The  Bloom  Filter  is  widely  adapted  in  numerous  areas  toenhance  the  performance  of  a  system.  In  this  paper,  we  present  a)  in-depthinsight  on  the  Bloom  Filter,and  b)  the  prominent  variants  of  the  Bloom  Filters.</p>|2019-04-01  22:52:19.489399
http://arxiv.org/abs/1903.12527|An  Upper  Bound  for  Minimum  True  Matches  in  Graph  Isomorphism  with  Simulated  Annealing.  (arXiv:1903.12527v1  [cs.NE])|<p>Graph  matching  is  one  of  the  most  important  problems  in  graph  theory  andcombinatorial  optimization,  with  many  applications  in  various  domains.  Althoughmeta-heuristic  algorithms  have  had  good  performance  on  many  NP-Hard  andNP-Complete  problems,  for  this  problem  there  are  not  reported  superiorsolutions  by  these  algorithms.  The  reason  of  this  inefficiency  has  not  beeninvestigated  yet.  In  this  paper  we  show  that  simulated  annealing  as  anstochastic  optimization  method  is  unlikely  to  be  even  close  to  the  optimalsolution  for  this  problem.  In  addition  to  theoretical  discussion,  theexperimental  results  also  verified  our  idea;  for  example,  in  two  sample  graphs,the  probability  of  reaching  to  a  solution  with  more  than  three  correct  matchesis  about  $0.02$  in  simulated  annealing.</p>|2019-04-01  22:52:19.489431
http://arxiv.org/abs/1903.12529|Deep  Plug-and-Play  Super-Resolution  for  Arbitrary  Blur  Kernels.  (arXiv:1903.12529v1  [cs.CV])|<p>While  deep  neural  networks  (DNN)  based  single  image  super-resolution  (SISR)methods  are  rapidly  gaining  popularity,  they  are  mainly  designed  for  thewidely-used  bicubic  degradation,  and  there  still  remains  the  fundamentalchallenge  for  them  to  super-resolve  low-resolution  (LR)  image  with  arbitraryblur  kernels.  In  the  meanwhile,  plug-and-play  image  restoration  has  beenrecognized  with  high  flexibility  due  to  its  modular  structure  for  easy  plug-inof  denoiser  priors.  In  this  paper,  we  propose  a  principled  formulation  andframework  by  extending  bicubic  degradation  based  deep  SISR  with  the  help  ofplug-and-play  framework  to  handle  LR  images  with  arbitrary  blur  kernels.Specifically,  we  design  a  new  SISR  degradation  model  so  as  to  take  advantage  ofexisting  blind  deblurring  methods  for  blur  kernel  estimation.  To  optimize  thenew  degradation  induced  energy  function,  we  then  derive  a  plug-and-playalgorithm  via  variable  splitting  technique,  which  allows  us  to  plug  anysuper-resolver  prior  rather  than  the  denoiser  prior  as  a  modular  part.Quantitative  and  qualitative  evaluations  on  synthetic  and  real  LR  imagesdemonstrate  that  the  proposed  deep  plug-and-play  super-resolution  framework  isflexible  and  effective  to  deal  with  blurry  LR  images.</p>|2019-04-01  22:52:19.489462
http://arxiv.org/abs/1903.12530|Photo-realistic  Monocular  Gaze  Redirection  using  Generative  Adversarial  Networks.  (arXiv:1903.12530v1  [cs.CV])|<p>Gaze  redirection  is  the  task  of  changing  the  gaze  to  a  desired  direction  fora  given  monocular  eye  patch  image.  Many  applications  such  as  videoconferencing,films  and  games,  and  generation  of  training  data  for  gaze  estimation  requireredirecting  the  gaze,  without  distorting  the  appearance  of  the  area  surroundingthe  eye  and  while  producing  photo-realistic  images.  Existing  methods  lack  theability  to  generate  perceptually  plausible  images.  In  this  work,  we  present  anovel  method  to  alleviate  this  problem  by  leveraging  generative  adversarialtraining  to  synthesize  an  eye  image  conditioned  on  a  target  gaze  direction.  Ourmethod  ensures  perceptual  similarity  and  consistency  of  synthesized  images  tothe  real  images.  Furthermore,  a  gaze  estimation  loss  is  used  to  control  thegaze  direction  accurately.  To  attain  high-quality  images,  we  incorporateperceptual  and  cycle  consistency  losses  into  our  architecture.  In  extensiveevaluations  we  show  that  the  proposed  method  outperforms  state-of-the-artapproaches  in  terms  of  both  image  quality  and  redirection  precision.  Finally,we  show  that  generated  images  can  bring  significant  improvement  for  the  gazeestimation  task  if  used  to  augment  real  training  data.</p>|2019-04-01  22:52:19.489492
http://arxiv.org/abs/1903.12536|Deep  Network  for  Capacitive  ECG  Denoising.  (arXiv:1903.12536v1  [cs.LG])|<p>Continuous  monitoring  of  cardiac  health  under  free  living  condition  iscrucial  to  provide  effective  care  for  patients  undergoing  post  operativerecovery  and  individuals  with  high  cardiac  risk  like  the  elderly.  CapacitiveElectrocardiogram  (cECG)  is  one  such  technology  which  allows  comfortable  andlong  term  monitoring  through  its  ability  to  measure  biopotential  in  conditionswithout  having  skin  contact.  cECG  monitoring  can  be  done  using  many  householdobjects  like  chairs,  beds  and  even  car  seats  allowing  for  seamless  monitoringof  individuals.  This  method  is  unfortunately  highly  susceptible  to  motionartifacts  which  greatly  limits  its  usage  in  clinical  practice.  The  current  useof  cECG  systems  has  been  limited  to  performing  rhythmic  analysis.  In  this  paperwe  propose  a  novel  end-to-end  deep  learning  architecture  to  perform  the  task  ofdenoising  capacitive  ECG.  The  proposed  network  is  trained  using  motioncorrupted  three  channel  cECG  and  a  reference  LEAD  I  ECG  collected  onindividuals  while  driving  a  car.  Further,  we  also  propose  a  novel  joint  lossfunction  to  apply  loss  on  both  signal  and  frequency  domain.  We  conductextensive  rhythmic  analysis  on  the  model  predictions  and  the  ground  truth.  Wefurther  evaluate  the  signal  denoising  using  Mean  Square  Error(MSE)  and  CrossCorrelation  between  model  predictions  and  ground  truth.  We  report  MSE  of  0.167and  Cross  Correlation  of  0.476.  The  reported  results  highlight  the  feasibilityof  performing  morphological  analysis  using  the  filtered  cECG.  The  proposedapproach  can  allow  for  continuous  and  comprehensive  monitoring  of  theindividuals  in  free  living  conditions.</p>|2019-04-01  22:52:19.489524
http://arxiv.org/abs/1903.12542|Re-Ranking  Words  to  Improve  Interpretability  of  Automatically  Generated  Topics.  (arXiv:1903.12542v1  [cs.CL])|<p>Topics  models,  such  as  LDA,  are  widely  used  in  Natural  Language  Processing.Making  their  output  interpretable  is  an  important  area  of  research  withapplications  to  areas  such  as  the  enhancement  of  exploratory  search  interfacesand  the  development  of  interpretable  machine  learning  models.  Conventionally,topics  are  represented  by  their  n  most  probable  words,  however,  theserepresentations  are  often  difficult  for  humans  to  interpret.  This  paperexplores  the  re-ranking  of  topic  words  to  generate  more  interpretable  topicrepresentations.  A  range  of  approaches  are  compared  and  evaluated  in  twoexperiments.  The  first  uses  crowdworkers  to  associate  topics  represented  bydifferent  word  rankings  with  related  documents.  The  second  experiment  is  anautomatic  approach  based  on  a  document  retrieval  task  applied  on  multipledomains.  Results  in  both  experiments  demonstrate  that  re-ranking  words  improvestopic  interpretability  and  that  the  most  effective  re-ranking  schemes  werethose  which  combine  information  about  the  importance  of  words  both  withintopics  and  their  relative  frequency  in  the  entire  corpus.  In  addition,  closecorrelation  between  the  results  of  the  two  evaluation  approaches  suggests  thatthe  automatic  method  proposed  here  could  be  used  to  evaluate  re-ranking  methodswithout  the  need  for  human  judgements.</p>|2019-04-01  22:52:19.489555
http://arxiv.org/abs/1903.12546|Robust  Data  Detection  for  MIMO  Systems  with  One-Bit  ADCs:  A  Reinforcement  Learning  Approach.  (arXiv:1903.12546v1  [eess.SP])|<p>The  use  of  one-bit  analog-to-digital  converters  (ADCs)  at  a  receiver  is  apower-efficient  solution  for  future  wireless  systems  operating  with  a  largesignal  bandwidth  and/or  a  massive  number  of  receive  radio  frequency  chains.This  solution,  however,  induces  a  high  channel  estimation  error  and  thereforemakes  it  difficult  to  perform  the  optimal  data  detection  that  requires  perfectknowledge  of  likelihood  functions  at  the  receiver.  In  this  paper,  we  propose  alikelihood  function  learning  method  for  multiple-input  multiple-output  (MIMO)systems  with  one-bit  ADCs  using  a  reinforcement  learning  approach.  The  key  ideais  to  exploit  input-output  samples  obtained  from  data  detection,  to  compensatethe  mismatch  in  the  likelihood  function.  The  underlying  difficulty  of  this  ideais  a  label  uncertainty  in  the  samples  caused  by  a  data  detection  error.  Toresolve  this  problem,  we  define  a  Markov  decision  process  (MDP)  to  maximize  theaccuracy  of  the  likelihood  function  learned  from  the  samples.  We  then  develop  areinforcement  learning  algorithm  that  efficiently  finds  the  optimal  policy  byapproximating  the  transition  function  and  the  optimal  state  of  the  MDP.Simulation  results  demonstrate  that  the  proposed  method  provides  significantperformance  gains  for  the  optimal  data  detection  methods  that  suffer  from  themismatch  in  the  likelihood  function.</p>|2019-04-01  22:52:19.489585
http://arxiv.org/abs/1903.12549|Probabilistic  Forecasting  of  Sensory  Data  with  Generative  Adversarial  Networks  -  ForGAN.  (arXiv:1903.12549v1  [cs.LG])|<p>Time  series  forecasting  is  one  of  the  challenging  problems  for  humankind.Traditional  forecasting  methods  using  mean  regression  models  have  severeshortcomings  in  reflecting  real-world  fluctuations.  While  new  probabilisticmethods  rush  to  rescue,  they  fight  with  technical  difficulties  like  quantilecrossing  or  selecting  a  prior  distribution.  To  meld  the  different  strengths  ofthese  fields  while  avoiding  their  weaknesses  as  well  as  to  push  the  boundary  ofthe  state-of-the-art,  we  introduce  ForGAN  -  one  step  ahead  probabilisticforecasting  with  generative  adversarial  networks.  ForGAN  utilizes  the  power  ofthe  conditional  generative  adversarial  network  to  learn  the  data  generatingdistribution  and  compute  probabilistic  forecasts  from  it.  We  argue  how  toevaluate  ForGAN  in  opposition  to  regression  methods.  To  investigateprobabilistic  forecasting  of  ForGAN,  we  create  a  new  dataset  and  demonstrateour  method  abilities  on  it.  This  dataset  will  be  made  publicly  available  forcomparison.  Furthermore,  we  test  ForGAN  on  two  publicly  available  datasets,namely  Mackey-Glass  dataset  and  Internet  traffic  dataset  (A5M)  where  theimpressive  performance  of  ForGAN  demonstrate  its  high  capability  in  forecastingfuture  values.</p>|2019-04-01  22:52:19.489616
http://arxiv.org/abs/1903.12551|What  obstruct  customer  acceptance  of  internet  banking?  Security  and  privacy,  risk,  trust  and  website  usability  and  the  role  of  moderators.  (arXiv:1903.12551v1  [cs.CY])|<p>Comparatively  a  little  attention  has  been  paid  to  the  factors  that  obstructthe  acceptance  of  Internet  banking  in  Sri  Lanka.  This  research  assimilatesconstructs  such  as  security  and  privacy,  perceived  trust,  perceived  risk,  andwebsite  usability.  To  test  the  conceptual  model,  we  collected  186  validresponses  from  customers  who  use  Internet  banking  in  Sri  Lanka.  The  structuralequation  modelling  technique  is  applied  and  hypotheses  are  validated.  Thefindings  show  perceived  trust  and  website  usability  are  the  possibleobstructing  factors  that  highly  concerned  by  Internet  banking  customers.  Whilesecurity  and  privacy,  and  perceived  risk  are  not  significant  and  these  are  nothighly  concerned  by  customers  in  Internet  banking  acceptance.  The  age  andgender  reveal  the  moderating  effect  in  each  exogenous  latent  constructsrelationship.  The  practical  and  managerial  implications  of  the  findings  arealso  discussed.  This  country  specific  study  contributes  to  the  advancement  ofInternet  banking  acceptance,  and  offers  some  useful  insights  to  researchers,practitioners  and  policy  makers  on  how  to  enhance  Internet  banking  acceptancefor  country  similar  in  context.</p>|2019-04-01  22:52:19.489646
