link|title|description
http://arxiv.org/abs/1903.12020|Describing  like  humans:  on  diversity  in  image  captioning.  (arXiv:1903.12020v1  [cs.CV])|<p>Recently,  the  state-of-the-art  models  for  image  captioning  have  overtakenhuman  performance  based  on  the  most  popular  metrics,  such  as  BLEU,  METEOR,ROUGE,  and  CIDEr.  Does  this  mean  we  have  solved  the  task  of  image  captioning?The  above  metrics  only  measure  the  similarity  of  the  generated  caption  to  thehuman  annotations,  which  reflects  its  accuracy.  However,  an  image  contains  manyconcepts  and  multiple  levels  of  detail,  and  thus  there  is  a  variety  of  captionsthat  express  different  concepts  and  details  that  might  be  interesting  fordifferent  humans.  Therefore  only  evaluating  accuracy  is  not  sufficient  formeasuring  the  performance  of  captioning  models  ---  the  diversity  of  thegenerated  captions  should  also  be  considered.  In  this  paper,  we  proposed  a  newmetric  for  measuring  the  diversity  of  image  captions,  which  is  derived  fromlatent  semantic  analysis  and  kernelized  to  use  CIDEr  similarity.  We  conductextensive  experiments  to  re-evaluate  recent  captioning  models  in  the  context  ofboth  diversity  and  accuracy.  We  find  that  there  is  still  a  large  gap  betweenthe  model  and  human  performance  in  terms  of  both  accuracy  and  diversity  and  themodels  that  have  optimized  accuracy  (CIDEr)  have  low  diversity.  We  also  showthat  balancing  the  cross-entropy  loss  and  CIDEr  reward  in  reinforcementlearning  during  training  can  effectively  control  the  tradeoff  between  diversityand  accuracy  of  the  generated  captions.</p>
http://arxiv.org/abs/1903.12021|Counting  the  learnable  functions  of  structured  data.  (arXiv:1903.12021v1  [cond-mat.dis-nn])|<p>Cover's  function  counting  theorem  is  a  milestone  in  the  theory  of  artificialneural  networks.  It  provides  an  answer  to  the  fundamental  question  ofdetermining  how  many  binary  assignments  (dichotomies)  of  $p$  points  in  $n$dimensions  can  be  linearly  realized.  Regrettably,  it  has  proved  hard  to  extendthe  same  approach  to  more  advanced  problems  than  the  classification  of  points.In  particular,  an  emerging  necessity  is  to  find  methods  to  deal  with  structureddata,  and  specifically  with  non-pointlike  patterns.  A  prominent  case  is  that  ofinvariant  recognition,  whereby  identification  of  a  stimulus  is  insensitive  toirrelevant  transformations  on  the  inputs  (such  as  rotations  or  changes  inperspective  in  an  image).  An  object  is  therefore  represented  by  an  extendedperceptual  manifold,  consisting  of  inputs  that  are  classified  similarly.  Here,we  develop  a  function  counting  theory  for  structured  data  of  this  kind,  byextending  Cover's  combinatorial  technique,  and  we  derive  analytical  expressionsfor  the  average  number  of  dichotomies  of  generically  correlated  sets  ofpatterns.  As  an  application,  we  obtain  a  closed  formula  for  the  capacity  of  abinary  classifier  trained  to  distinguish  general  polytopes  of  any  dimension.These  results  may  help  extend  our  theoretical  understanding  of  generalization,feature  extraction,  and  invariant  object  recognition  by  neural  networks.</p>
http://arxiv.org/abs/1903.12033|Repeatable  and  Reproducible  Wireless  Networking  Experimentation  through  Trace-based  Simulation.  (arXiv:1903.12033v1  [cs.NI])|<p>To  properly  validate  wireless  networking  solutions  we  depend  onexperimentation.  Simulation  very  often  produces  less  accurate  results  due  tothe  use  of  models  that  are  simplifications  of  the  real  phenomena  they  try  tomodel.  Networking  experimentation  may  offer  limited  repeatability  andreproducibility.  Being  influenced  by  external  random  phenomena  such  as  noise,interference,  and  multipath,  real  experiments  are  hardly  repeatable.  Inaddition,  they  are  difficult  to  reproduce  due  to  testbed  operationalconstraints  and  availability.  Without  repeatability  and  reproducibility,  thevalidation  of  the  networking  solution  under  evaluation  is  questionable.  In  thispaper,  we  show  how  the  Trace-based  Simulation  (TS)  approach  can  be  used  toaccurately  repeat  and  reproduce  real  experiments  and,  consequently,  introduce  aparadigm  shift  when  it  comes  to  the  evaluation  of  wireless  networkingsolutions.  We  present  an  extensive  evaluation  of  the  TS  approach  using  theFed4FIRE+  w-iLab.2  testbed.  The  results  show  that  it  is  possible  to  repeat  andreproduce  real  experiments  using  ns-3  trace-based  simulations  with  moreaccuracy  than  in  pure  simulation,  with  average  accuracy  gains  above  50%.</p>
http://arxiv.org/abs/1903.12041|The  Geography  of  Pok'emon  GO:  Beneficial  and  Problematic  Effects  on  Places  and  Movement.  (arXiv:1903.12041v1  [cs.HC])|<p>The  widespread  popularity  of  Pok'emon  GO  presents  the  first  opportunity  toobserve  the  geographic  effects  of  location-based  gaming  at  scale.  This  paperreports  the  results  of  a  mixed  methods  study  of  the  geography  of  Pok'emon  GOthat  includes  a  five-country  field  survey  of  375  Pok'emon  GO  players  and  alarge  scale  geostatistical  analysis  of  game  elements.  Focusing  on  the  keygeographic  themes  of  places  and  movement,  we  find  that  the  design  of  Pok'emonGO  reinforces  existing  geographically-linked  biases  (e.g.  the  game  advantagesurban  areas  and  neighborhoods  with  smaller  minority  populations),  thatPok'emon  GO  may  have  instigated  a  relatively  rare  large-scale  shift  in  globalhuman  mobility  patterns,  and  that  Pok'emon  GO  has  geographically-linked  safetyrisks,  but  not  those  typically  emphasized  by  the  media.  Our  results  point  togeographic  design  implications  for  future  systems  in  this  space  such  as  a  meansthrough  which  the  geographic  biases  present  in  Pok'emon  GO  may  becounteracted.</p>
http://arxiv.org/abs/1903.12049|Road  User  Detection  in  Videos.  (arXiv:1903.12049v1  [cs.CV])|<p>Successive  frames  of  a  video  are  highly  redundant,  and  the  most  popularobject  detection  methods  do  not  take  advantage  of  this  fact.  Using  multipleconsecutive  frames  can  improve  detection  of  small  objects  or  difficult  examplesand  can  improve  speed  and  detection  consistency  in  a  video  sequence,  forinstance  by  interpolating  features  between  frames.  In  this  work,  a  novelapproach  is  introduced  to  perform  online  video  object  detection  using  twoconsecutive  frames  of  video  sequences  involving  road  users.  Two  new  models,RetinaNet-Double  and  RetinaNet-Flow,  are  proposed,  based  respectively  on  theconcatenation  of  a  target  frame  with  a  preceding  frame,  and  the  concatenationof  the  optical  flow  with  the  target  frame.  The  models  are  trained  and  evaluatedon  three  public  datasets.  Experiments  show  that  using  a  preceding  frameimproves  performance  over  single  frame  detectors,  but  using  explicit  opticalflow  usually  does  not.</p>
http://arxiv.org/abs/1903.12050|Finding  a  planted  clique  by  adaptive  probing.  (arXiv:1903.12050v1  [math.CO])|<p>We  consider  a  variant  of  the  planted  clique  problem  where  we  are  allowedunbounded  computational  time  but  can  only  investigate  a  small  part  of  the  graphby  adaptive  edge  queries.  We  determine  (up  to  logarithmic  factors)  the  numberof  queries  necessary  both  for  detecting  the  presence  of  a  planted  clique  andfor  finding  the  planted  clique.</p><p>Specifically,  let  $G  sim  G(n,1/2,k)$  be  a  random  graph  on  $n$  vertices  witha  planted  clique  of  size  $k$.  We  show  that  no  algorithm  that  makes  at  most  $q  =o(n^2  /  k^2  +  n)$  adaptive  queries  to  the  adjacency  matrix  of  $G$  is  likely  tofind  the  planted  clique.  On  the  other  hand,  when  $k  geq  (2+epsilon)  log_2  n$there  exists  a  simple  algorithm  (with  unbounded  computational  power)  that  findsthe  planted  clique  with  high  probability  by  making  $q  =  O(  (n^2  /  k^2)  log^2  n+  n  log  n)$  adaptive  queries.  For  detection,  the  additive  $n$  term  is  notnecessary:  the  number  of  queries  needed  to  detect  the  presence  of  a  plantedclique  is  $n^2  /  k^2$  (up  to  logarithmic  factors).</p>
http://arxiv.org/abs/1903.12058|Deep  Neural  Network  Embedding  Learning  with  High-Order  Statistics  for  Text-Independent  Speaker  Verification.  (arXiv:1903.12058v1  [eess.AS])|<p>The  x-vector  based  deep  neural  network  (DNN)  embedding  systems  havedemonstrated  effectiveness  for  text-independent  speaker  verification.  Thispaper  presents  a  multi-task  learning  architecture  for  training  the  speakerembedding  DNN,  with  the  primary  task  of  classifying  the  target  speakers  and  theauxiliary  task  of  reconstructing  the  higher-order  statistics  of  the  originalinput  utterance.  The  proposed  training  strategy  aggregates  both  the  supervisedand  unsupervised  learning  into  one  framework  to  make  the  speaker  embeddingsmore  discriminative  and  robust.  Experiments  are  carried  out  in  the  NIST  SRE16evaluation  dataset  and  the  VOiCES  dataset.  The  results  demonstrate  that  ourproposed  method  outperform  the  original  x-vector  approach  with  very  lowadditional  complexity  added.</p>
http://arxiv.org/abs/1903.12060|Penobscot  Dataset:  Fostering  Machine  Learning  Development  for  Seismic  Interpretation.  (arXiv:1903.12060v1  [physics.geo-ph])|<p>We  have  seen  in  the  past  years  the  flourishing  of  machine  and  deep  learningalgorithms  in  several  applications  such  as  image  classification  andsegmentation,  object  detection  and  recognition,  among  many  others.  This  wasonly  possible,  in  part,  because  datasets  like  ImageNet  --  with  +14  millionlabeled  images  --  were  created  and  made  publicly  available,  providingresearches  with  a  common  ground  to  compare  their  advances  and  extend  thestate-of-the-art.  Although  we  have  seen  an  increasing  interest  in  machinelearning  in  geosciences  as  well,  we  will  only  be  able  to  achieve  a  significantimpact  in  our  community  if  we  collaborate  to  build  such  a  common  basis.  This  iseven  more  difficult  when  it  comes  to  the  Oil&amp;Gas  industry,  in  whichconfidentiality  and  commercial  interests  often  hinder  the  sharing  of  datasetswith  others.  In  this  letter,  we  present  the  Penobscot  interpretation  dataset,our  contribution  to  the  development  of  machine  learning  in  geosciences,  morespecifically  in  seismic  interpretation.  The  Penobscot  3D  seismic  dataset  wasacquired  in  the  Scotian  shelf,  offshore  Nova  Scotia,  Canada.  The  data  ispublicly  available  and  comprises  pre-  and  pos-stack  data,  5  horizons  and  welllogs  of  2  wells.  However,  for  the  dataset  to  be  of  practical  use  for  our  tasks,we  had  to  reinterpret  the  seismic,  generating  7  horizons  separating  differentseismic  facies  intervals.  The  interpreted  horizons  were  used  to  generated+100,000  labeled  images  for  inlines  and  crosslines.  To  demonstrate  the  utilityof  our  dataset,  results  of  two  experiments  are  presented.</p>
http://arxiv.org/abs/1903.12061|Depth  from  a  polarisation  +  RGB  stereo  pair.  (arXiv:1903.12061v1  [cs.CV])|<p>In  this  paper,  we  propose  a  hybrid  depth  imaging  system  in  which  apolarisation  camera  is  augmented  by  a  second  image  from  a  standard  digitalcamera.  For  this  modest  increase  in  equipment  complexity  over  conventionalshape-from-polarisation,  we  obtain  a  number  of  benefits  that  enable  us  toovercome  longstanding  problems  with  the  polarisation  shape  cue.  The  stereo  cueprovides  a  depth  map  which,  although  coarse,  is  metrically  accurate.  This  isused  as  a  guide  surface  for  disambiguation  of  the  polarisation  surface  normalestimates  using  a  higher  order  graphical  model.  In  turn,  these  are  used  toestimate  diffuse  albedo.  By  extending  a  previous  shape-from-polarisation  methodto  the  perspective  case,  we  show  how  to  compute  dense,  detailed  maps  ofabsolute  depth,  while  retaining  a  linear  formulation.  We  show  that  our  hybridmethod  is  able  to  recover  dense  3D  geometry  that  is  superior  tostate-of-the-art  shape-from-polarisation  or  two  view  stereo  alone.</p>
http://arxiv.org/abs/1903.12063|Robust,  fast  and  accurate:  a  3-step  method  for  automatic  histological  image  registration.  (arXiv:1903.12063v1  [cs.CV])|<p>We  present  a  3-step  registration  pipeline  for  differently  stainedhistological  serial  sections  that  consists  of  1)  a  robust  pre-alignment,  2)  aparametric  registration  computed  on  coarse  resolution  images,  and  3)  anaccurate  nonlinear  registration.  In  all  three  steps  the  NGF  distance  measure  isminimized  with  respect  to  an  increasingly  flexible  transformation.  We  apply  themethod  in  the  ANHIR  image  registration  challenge  and  evaluate  its  performanceon  the  training  data.  The  presented  method  is  robust  (error  reduction  in  99.6%of  the  cases),  fast  (runtime  &lt;  4  seconds)  and  accurate  (median  relative  targetregistration  error  0.0019).</p>
http://arxiv.org/abs/1903.12064|Data4UrbanMobility:  Towards  Holistic  Data  Analytics  for  Mobility  Applications  in  Urban  Regions.  (arXiv:1903.12064v1  [cs.CY])|<p>With  the  increasing  availability  of  mobility-related  data,  such  asGPS-traces,  Web  queries  and  climate  conditions,  there  is  a  growing  demand  toutilize  this  data  to  better  understand  and  support  urban  mobility  needs.However,  data  available  from  the  individual  actors,  such  as  providers  ofinformation,  navigation  and  transportation  systems,  is  mostly  restricted  toisolated  mobility  modes,  whereas  holistic  data  analytics  over  integrated  datasources  is  not  sufficiently  supported.  In  this  paper  we  present  our  ongoingresearch  in  the  context  of  holistic  data  analytics  to  support  urban  mobilityapplications  in  the  Data4UrbanMobility  (D4UM)  project.  First,  we  discusschallenges  in  urban  mobility  analytics  and  present  the  D4UM  platform  we  arecurrently  developing  to  facilitate  holistic  urban  data  analytics  overintegrated  heterogeneous  data  sources  along  with  the  available  data  sources.Second,  we  present  the  MiC  app  -  a  tool  we  developed  to  complement  availabledatasets  with  intermodal  mobility  data  (i.e.  data  about  journeys  that  involvemore  than  one  mode  of  mobility)  using  a  citizen  science  approach.  Finally,  wepresent  selected  use  cases  and  discuss  our  future  work.</p>
http://arxiv.org/abs/1903.12065|Optimal  Random  Sampling  from  Distributed  Streams  Revisited.  (arXiv:1903.12065v1  [cs.DC])|<p>We  give  an  improved  algorithm  for  drawing  a  random  sample  from  a  large  datastream  when  the  input  elements  are  distributed  across  multiple  sites  whichcommunicate  via  a  central  coordinator.  At  any  point  in  time  the  set  of  elementsheld  by  the  coordinator  represent  a  uniform  random  sample  from  the  set  of  allthe  elements  observed  so  far.  When  compared  with  prior  work,  our  algorithmsasymptotically  improve  the  total  number  of  messages  sent  in  the  system  as  wellas  the  computation  required  of  the  coordinator.  We  also  present  a  matchinglower  bound,  showing  that  our  protocol  sends  the  optimal  number  of  messages  upto  a  constant  factor  with  large  probability.  As  a  byproduct,  we  obtain  animproved  algorithm  for  finding  the  heavy  hitters  across  multiple  distributedsites.</p>
http://arxiv.org/abs/1903.12069|The  Virtual  Doctor:  An  Interactive  Artificial  Intelligence  based  on  Deep  Learning  for  Non-Invasive  Prediction  of  Diabetes.  (arXiv:1903.12069v1  [cs.CY])|<p>Artificial  intelligence  (AI)  will  pave  the  way  to  a  new  era  in  medicine.However,  currently  available  AI  systems  do  not  interact  with  a  patient,  e.g.,for  anamnesis,  and  thus  are  only  used  by  the  physicians  for  predictions  indiagnosis  or  prognosis.  However,  these  systems  are  widely  used,  e.g.,  indiabetes  or  cancer  prediction.  In  the  current  study,  we  developed  an  AI  that  isable  to  interact  with  a  patient  (virtual  doctor)  by  using  a  speech  recognitionand  speech  synthesis  system  and  thus  can  autonomously  interact  with  thepatient,  which  is  particularly  important  for,  e.g.,  rural  areas,  where  theavailability  of  primary  medical  care  is  strongly  limited  by  low  populationdensities.  As  a  proof-of-concept,  the  system  is  able  to  predict  type  2  diabetesmellitus  (T2DM)  based  on  non-invasive  sensors  and  deep  neural  networks.Moreover,  the  system  provides  an  easy-to-interpret  probability  estimation  forT2DM  for  a  given  patient.  Besides  the  development  of  the  AI,  we  furtheranalyzed  the  acceptance  of  young  people  for  AI  in  healthcare  to  estimate  theimpact  of  such  system  in  the  future.</p>
http://arxiv.org/abs/1903.12070|Comprehensive  Analysis  of  Dynamic  Message  Sign  Impact  on  Driver  Behavior:  A  Random  Forest  Approach.  (arXiv:1903.12070v1  [cs.CY])|<p>This  study  investigates  the  potential  effects  of  different  Dynamic  MessageSigns  (DMSs)  on  driver  behavior  using  a  full-scale  high-fidelity  drivingsimulator.  Different  DMSs  are  categorized  by  their  content,  structure,  and  typeof  messages.  A  random  forest  algorithm  is  used  for  three  separate  behavioralanalyses;  a  route  diversion  analysis,  a  route  choice  analysis  and  a  complianceanalysis;  to  identify  the  potential  and  relative  influences  of  different  DMSson  these  aspects  of  driver  behavior.  A  total  of  390  simulation  runs  areconducted  using  a  sample  of  65  participants  from  diverse  socioeconomicbackgrounds.  Results  obtained  suggest  that  DMSs  displaying  lane  closure  anddelay  information  with  advisory  messages  are  most  influential  with  regards  todiversion  while  color-coded  DMSs  and  DMSs  with  avoid  route  advice  are  the  topcontributors  impacting  route  choice  decisions  and  DMS  compliance.  In  thisfirst-of-a-kind  study,  based  on  the  responses  to  the  pre  and  post  simulationsurveys  as  well  as  results  obtained  from  the  analysis  ofdriving-simulation-session  data,  the  authors  found  that  color-blind-friendly,color-coded  DMSs  are  more  effective  than  alphanumeric  DMSs  -  especially  inscenarios  that  demand  high  compliance  from  drivers.  The  increased  effectivenessmay  be  attributed  to  reduced  comprehension  time  and  ease  with  which  such  DMSsare  understood  by  a  greater  percentage  of  road  users.</p>
http://arxiv.org/abs/1903.12071|Big  Data  Analytics  and  AI  in  Mental  Healthcare.  (arXiv:1903.12071v1  [cs.CY])|<p>Mental  health  conditions  cause  a  great  deal  of  distress  or  impairment;depression  alone  will  affect  11%  of  the  world's  population.  The  application  ofArtificial  Intelligence  (AI)  and  big-data  technologies  to  mental  health  hasgreat  potential  for  personalizing  treatment  selection,  prognosticating,monitoring  for  relapse,  detecting  and  helping  to  prevent  mental  healthconditions  before  they  reach  clinical-level  symptomatology,  and  even  deliveringsome  treatments.  However,  unlike  similar  applications  in  other  fields  ofmedicine,  there  are  several  unique  challenges  in  mental  health  applicationswhich  currently  pose  barriers  towards  the  implementation  of  these  technologies.Specifically,  there  are  very  few  widely  used  or  validated  biomarkers  in  mentalhealth,  leading  to  a  heavy  reliance  on  patient  and  clinician  derivedquestionnaire  data  as  well  as  interpretation  of  new  signals  such  as  digitalphenotyping.  In  addition,  diagnosis  also  lacks  the  same  objective  'goldstandard'  as  in  other  conditions  such  as  oncology,  where  clinicians  andresearchers  can  often  rely  on  pathological  analysis  for  confirmation  ofdiagnosis.  In  this  chapter  we  discuss  the  major  opportunities,  limitations  andtechniques  used  for  improving  mental  healthcare  through  AI  and  big-data.  Weexplore  both  the  computational,  clinical  and  ethical  considerations  and  bestpractices  as  well  as  lay  out  the  major  researcher  directions  for  the  nearfuture.</p>
http://arxiv.org/abs/1903.12073|Scope  of  Research  on  Particle  Swarm  Optimization  Based  Data  Clustering.  (arXiv:1903.12073v1  [cs.NE])|<p>Optimization  is  nothing  but  a  mathematical  technique  which  finds  maxima  orminima  of  any  function  of  concern  in  some  realistic  region.  Differentoptimization  techniques  are  proposed  which  are  competing  for  the  best  solution.Particle  Swarm  Optimization  (PSO)  is  a  new,  advanced,  and  most  powerfuloptimization  methodology  that  performs  empirically  well  on  several  optimizationproblems.  It  is  the  extensively  used  Swarm  Intelligence  (SI)  inspiredoptimization  algorithm  used  for  finding  the  global  optimal  solution  in  amultifaceted  search  region.  Data  clustering  is  one  of  the  challenging  realworld  applications  that  invite  the  eminent  research  works  in  variety  of  fields.Applicability  of  different  PSO  variants  to  data  clustering  is  studied  in  theliterature,  and  the  analyzed  research  work  shows  that,  PSO  variants  give  poorresults  for  multidimensional  data.  This  paper  describes  the  differentchallenges  associated  with  multidimensional  data  clustering  and  scope  ofresearch  on  optimizing  the  clustering  problems  using  PSO.  We  also  propose  astrategy  to  use  hybrid  PSO  variant  for  clustering  multidimensional  numerical,text  and  image  data.</p>
http://arxiv.org/abs/1903.12074|Interpretation  of  machine  learning  predictions  for  patient  outcomes  in  electronic  health  records.  (arXiv:1903.12074v1  [cs.CY])|<p>Electronic  health  records  are  an  increasingly  important  resource  forunderstanding  the  interactions  between  patient  health,  environment,  andclinical  decisions.  In  this  paper  we  report  an  empirical  study  of  predictivemodeling  of  several  patient  outcomes  using  three  state-of-the-art  machinelearning  methods.  Our  primary  goal  is  to  validate  the  models  by  interpretingthe  importance  of  predictors  in  the  final  models.  Central  to  interpretation  isthe  use  of  feature  importance  scores,  which  vary  depending  on  the  underlyingmethodology.  In  order  to  assess  feature  importance,  we  compared  univariatestatistical  tests,  information-theoretic  measures,  permutation  testing,  andnormalized  coefficients  from  multivariate  logistic  regression  models.  Ingeneral  we  found  poor  correlation  between  methods  in  their  assessment  offeature  importance,  even  when  their  performance  is  comparable  and  relativelygood.  However,  permutation  tests  applied  to  random  forest  and  gradient  boostingmodels  showed  the  most  agreement,  and  the  importance  scores  matched  theclinical  interpretation  most  frequently.</p>
http://arxiv.org/abs/1903.12075|An  Empirical  Exploration  on  the  Supervision  of  PhD  Students  Closely  Collaborating  with  Industry.  (arXiv:1903.12075v1  [cs.CY])|<p>With  an  increase  of  PhD  students  working  in  industry,  there  is  a  need  tounderstand  what  factors  are  influencing  supervision  for  industrial  students.This  paper  aims  at  exploring  the  challenges  and  good  approaches  to  supervisionof  industrial  PhD  students.  Data  was  collected  through  semi-structuredinterviews  of  six  PhD  students  and  supervisors  with  experience  in  PhD  studiesat  several  organizations  in  the  embedded  software  industry  in  Sweden.  The  datawas  anonymized  and  it  was  analyzed  by  means  of  thematic  analysis.  The  resultsindicate  that  there  are  many  challenges  and  opportunities  to  improve  thesupervision  of  industrial  PhD  students.</p>
http://arxiv.org/abs/1903.12076|Toward  a  fitness  landscape  model  of  firms'  IT-enabled  dynamic  capabilities.  (arXiv:1903.12076v1  [cs.CY])|<p>This  chapter  presents,  extends  and  integrates  a  complexity  scienceperspective  and  applies  this  to  IT-enabled  dynamic  capabilities  (ITDCs)  offirms.  By  doing  so,  this  chapter  leverages  statistical  survey  data  and  usesthem  as  parameters  for  a  simulation  using  the  NK-model.  This  NK-model  createsstochastically  generated  fitness  landscapes  that  are  parameterized  using  afinite  number  of  (N)  elements,  or  capabilities,  and  (K)  complex  interactionsbetween  those  capabilities,  and  studies  the  performance  (fitness)  of  systems.We  simulate  firm  efforts  to  adaptively  explore  and  walk  through  a  fitnesslandscape  of  possible  strategies  of  inter-related  capabilities  to  reach  towardhigher  levels  of  fitness  of  ITDCs.  Also,  our  fitness  landscape  model  providesrealistic  scenarios  with  a  nexus  of  possible  business  strategies  that  can  beemployed  considering  the  current  status,  interdependency,  and  alignment  amongcapabilities  in  the  organization.  Our  work  suggests  that  firms  achieve  thehighest  fitness  values  when  the  interdependency  among  the  individualcapabilities  is  relatively  small.</p>
http://arxiv.org/abs/1903.12079|Deterrence  and  Prevention-based  Model  to  Mitigate  Information  Security  Insider  Threats  in  Organisations.  (arXiv:1903.12079v1  [cs.CY])|<p>Previous  studies  show  that  information  security  breaches  and  privacyviolations  are  important  issues  for  organisations  and  people.  It  isacknowledged  that  decreasing  the  risk  in  this  domain  requires  consideration  ofthe  technological  aspects  of  information  security  alongside  human  aspects.Employees  intentionally  or  unintentionally  account  for  a  significant  portion  ofthe  threats  to  information  assets  in  organisations.  This  research  presents  anovel  conceptual  framework  to  mitigate  the  risk  of  insiders  using  deterrenceand  prevention  approaches.  Deterrence  factors  discourage  employees  fromengaging  in  information  security  misbehaviour  in  organisations,  and  situationalcrime  prevention  factors  encourage  them  to  prevent  information  securitymisconduct.  Our  findings  show  that  perceived  sanctions  certainty  and  severitysignificantly  influence  individuals'  attitudes  and  deter  them  from  informationsecurity  misconduct.  In  addition,  the  output  revealed  that  increasing  theeffort,  risk  and  reducing  the  reward  (benefits  of  crime)  influence  theemployees'  attitudes  towards  prevent  information  security  misbehaviour.However,  removing  excuses  and  reducing  provocations  do  not  significantlyinfluence  individuals'  attitudes  towards  prevent  information  securitymisconduct.  Finally,  the  output  of  the  data  analysis  also  showed  thatsubjective  norms,  perceived  behavioural  control  and  attitude  influenceindividuals'  intentions,  and,  ultimately,  their  behaviour  towards  avoidinginformation  security  misbehaviour.</p>
http://arxiv.org/abs/1903.12080|Detecting  Activities  of  Daily  Living  and  Routine  Behaviours  in  Dementia  Patients  Living  Alone  Using  Smart  Meter  Load  Disaggregation.  (arXiv:1903.12080v1  [cs.CY])|<p>The  emergence  of  an  ageing  population  is  a  significant  public  health  concern.This  has  led  to  an  increase  in  the  number  of  people  living  with  progressiveneurodegenerative  disorders  like  dementia.  Consequently,  the  strain  this  isplaces  on  health  and  social  care  services  means  providing  24-hour  monitoring  isnot  sustainable.  Technological  intervention  is  being  considered,  however  nosolution  exists  to  non-intrusively  monitor  the  independent  living  needs  ofpatients  with  dementia.  As  a  result  many  patients  hit  crisis  point  beforeintervention  and  support  is  provided.  In  parallel,  patient  care  relies  onfeedback  from  informal  carers  about  significant  behavioural  changes.  Yet,  notall  people  have  a  social  support  network  and  early  intervention  in  dementiacare  is  often  missed.  The  smart  meter  rollout  has  the  potential  to  change  this.Using  machine  learning  and  signal  processing  techniques,  a  home  energy  supplycan  be  disaggregated  to  detect  which  home  appliances  are  turned  on  and  off.This  will  allow  Activities  of  Daily  Living  (ADLs)  to  be  assessed,  such  aseating  and  drinking,  and  observed  changes  in  routine  to  be  detected  for  earlyintervention.  The  primary  aim  is  to  help  reduce  deterioration  and  enablepatients  to  stay  in  their  homes  for  longer.  A  Support  Vector  Machine  (SVM)  andRandom  Decision  Forest  classifier  are  modelled  using  data  from  three  testhomes.  The  trained  models  are  then  used  to  monitor  two  patients  with  dementiaduring  a  six-month  clinical  trial  undertaken  in  partnership  with  Mersey  CareNHS  Foundation  Trust.  In  the  case  of  load  disaggregation  for  appliancedetection,  the  SVM  achieved  (AUC=0.86074,  Sen=0.756  and  Spec=0.92838).  Whilethe  Decision  Forest  achieved  (AUC=0.9429,  Sen=0.9634  and  Spec=0.9634).  ADLs  arealso  analysed  to  identify  the  behavioural  patterns  of  the  occupant  whiledetecting  alterations  in  routine.</p>
http://arxiv.org/abs/1903.12084|Definition  of  Internet  of  Things  (IoT)  Cyber  Risk  Discussion  on  a  Transformation  Roadmap  for  Standardisation  of  Regulations  Risk  Maturity  Strategy  Design  and  Impact  Assessment.  (arXiv:1903.12084v1  [cs.CR])|<p>A  comparative  empirical  analysis  is  performed  to  define  a  high-levelpotential  target  state  followed  by  a  high-level  transformation  roadmap,describing  how  company  can  achieve  their  target  state,  based  on  their  currentstate.  The  transformation  roadmap  is  used  to  adapt  the  Goal-Oriented  Approachand  the  IoT  Micro  Mart  model.</p>
http://arxiv.org/abs/1903.12085|More  Parallelism  in  Dijkstra's  Single-Source  Shortest  Path  Algorithm.  (arXiv:1903.12085v1  [cs.DC])|<p>Dijkstra's  algorithm  for  the  Single-Source  Shortest  Path  (SSSP)  problem  isnotoriously  hard  to  parallelize  in  $o(n)$  depth,  $n$  being  the  number  ofvertices  in  the  input  graph,  without  increasing  the  required  parallel  workunreasonably.  Crauser  et  al.  (1998)  presented  observations  that  allow  toidentify  more  than  a  single  vertex  at  a  time  as  correct  and  correspondinglymore  edges  to  be  relaxed  simultaneously.  Their  algorithm  runs  in  parallelphases,  and  for  certain  random  graphs  they  showed  that  the  number  of  phases  is$O(n^{1/3})$  with  high  probability.  A  work-efficient  CRCW  PRAM  with  this  depthwas  given,  but  no  implementation  on  a  real,  parallel  system.</p><p>In  this  paper  we  strengthen  the  criteria  of  Crauser  et  al.,  and  discusstradeoffs  between  work  and  number  of  phases  in  their  implementation.  We  presentsimulation  results  with  a  range  of  common  input  graphs  for  the  depth  that  anideal  parallel  algorithm  that  can  apply  the  criteria  at  no  cost  and  parallelizerelaxations  without  conflicts  can  achieve.  These  results  show  that  the  numberof  phases  is  indeed  a  small  root  of  $n$,  but  still  off  from  the  shortest  pathlength  lower  bound  that  can  also  be  computed.</p><p>We  give  a  shared-memory  parallel  implementation  of  the  most  work-efficientversion  of  a  Dijkstra's  algorithm  running  in  parallel  phases,  which  we  compareto  an  own  implementation  of  the  well-known  $Delta$-stepping  algorithm.  We  canshow  that  the  work-efficient  SSSP  algorithm  applying  the  criteria  of  Crauser  etal.  is  competitive  to  and  often  better  than  $Delta$-stepping  on  our  choseninput  graphs.  Despite  not  providing  an  $o(n)$  guarantee  on  the  number  ofrequired  phases,  criteria  allowing  concurrent  relaxation  of  many  correctvertices  may  be  a  viable  approach  to  practically  fast,  parallel  SSSPimplementations.</p>
